scene_id,video_id,inference_time_ms
RAidUDTPZ-k_scene_484,RAidUDTPZ-k,4.984
ZKUqNG25_scene_2226,ZKUqNG25,4.996
RAidUDTPZ-k_scene_486,RAidUDTPZ-k,6.121
pHxYQS5MVv4_scene_2285,pHxYQS5MVv4,4.512
0CiHWdGBF-c_scene_2701,0CiHWdGBF-c,4.994
RAidUDTPZ-k_scene_488,RAidUDTPZ-k,4.997
tTx8mid-aq4_scene_3177,tTx8mid-aq4,5.19
RAidUDTPZ-k_scene_490,RAidUDTPZ-k,4.998
RAidUDTPZ-k_scene_492,RAidUDTPZ-k,3.998
nssig0FNZVU_scene_588,nssig0FNZVU,5.999
RAidUDTPZ-k_scene_491,RAidUDTPZ-k,4.992
RAidUDTPZ-k_scene_493,RAidUDTPZ-k,6.011
bZMricmPA-s_scene_2440,bZMricmPA-s,5.985
OntsMin8brs_scene_3020,OntsMin8brs,5.208
RAidUDTPZ-k_scene_494,RAidUDTPZ-k,4.997
RAidUDTPZ-k_scene_496,RAidUDTPZ-k,4.991
OW2d0-wIECc_scene_3390,OW2d0-wIECc,4.995
AxTouP1JVCo_scene_2737,AxTouP1JVCo,4.995
wmbwa9QIkaM_scene_3445,wmbwa9QIkaM,6.011
RAidUDTPZ-k_scene_497,RAidUDTPZ-k,5.991
WFr0je02Nzc_scene_1716,WFr0je02Nzc,4.992
RAidUDTPZ-k_scene_498,RAidUDTPZ-k,4.994
RAidUDTPZ-k_scene_500,RAidUDTPZ-k,4.994
JlR_scene_1669,JlR,3.992
bZMricmPA-s_scene_2469,bZMricmPA-s,5.038
RAidUDTPZ-k_scene_501,RAidUDTPZ-k,4.996
RAidUDTPZ-k_scene_502,RAidUDTPZ-k,4.993
Notdcs17xbw_scene_1915,Notdcs17xbw,5.073
0CiHWdGBF-c_scene_2720,0CiHWdGBF-c,4.995
RAidUDTPZ-k_scene_505,RAidUDTPZ-k,5.014
OpkZbJypAwc_scene_2842,OpkZbJypAwc,6.002
RAidUDTPZ-k_scene_506,RAidUDTPZ-k,6.99
bZMricmPA-s_scene_2460,bZMricmPA-s,6.02
RAidUDTPZ-k_scene_507,RAidUDTPZ-k,3.994
RAidUDTPZ-k_scene_508,RAidUDTPZ-k,5.995
RAidUDTPZ-k_scene_509,RAidUDTPZ-k,3.999
gUV6SfVV7Kw_scene_1509,gUV6SfVV7Kw,5.993
nssig0FNZVU_scene_566,nssig0FNZVU,3.994
RAidUDTPZ-k_scene_511,RAidUDTPZ-k,4.995
RAidUDTPZ-k_scene_512,RAidUDTPZ-k,4.002
JlR_scene_1618,JlR,4.997
RAidUDTPZ-k_scene_513,RAidUDTPZ-k,4.999
RAidUDTPZ-k_scene_514,RAidUDTPZ-k,6.014
0_scene_3637,0,3.995
RAidUDTPZ-k_scene_515,RAidUDTPZ-k,5.003
RAidUDTPZ-k_scene_517,RAidUDTPZ-k,4.994
pHxYQS5MVv4_scene_2269,pHxYQS5MVv4,4.993
tYQoPHwNkho_scene_929,tYQoPHwNkho,5.013
pHxYQS5MVv4_scene_2286,pHxYQS5MVv4,4.995
RAidUDTPZ-k_scene_518,RAidUDTPZ-k,3.992
RAidUDTPZ-k_scene_520,RAidUDTPZ-k,4.996
Notdcs17xbw_scene_1897,Notdcs17xbw,3.999
RAidUDTPZ-k_scene_519,RAidUDTPZ-k,4.989
tYQoPHwNkho_scene_879,tYQoPHwNkho,6.994
4ledYpt-QzY_scene_1322,4ledYpt-QzY,6.997
RAidUDTPZ-k_scene_521,RAidUDTPZ-k,4.997
RAidUDTPZ-k_scene_522,RAidUDTPZ-k,5.005
UHA1Q5JK3_scene_1188,UHA1Q5JK3,4.996
RAidUDTPZ-k_scene_523,RAidUDTPZ-k,6.011
tTx8mid-aq4_scene_3112,tTx8mid-aq4,6.004
RAidUDTPZ-k_scene_524,RAidUDTPZ-k,4.999
RAidUDTPZ-k_scene_526,RAidUDTPZ-k,5.045
UHA1Q5JK3_scene_1244,UHA1Q5JK3,5.997
RAidUDTPZ-k_scene_525,RAidUDTPZ-k,4.991
RAidUDTPZ-k_scene_527,RAidUDTPZ-k,4.995
RAidUDTPZ-k_scene_528,RAidUDTPZ-k,4.992
H3rQxlJm75c_scene_1395,H3rQxlJm75c,4.992
pHxYQS5MVv4_scene_2271,pHxYQS5MVv4,5.043
RAidUDTPZ-k_scene_531,RAidUDTPZ-k,4.99
AxTouP1JVCo_scene_2796,AxTouP1JVCo,4.997
RAidUDTPZ-k_scene_533,RAidUDTPZ-k,3.992
RAidUDTPZ-k_scene_532,RAidUDTPZ-k,4.991
lLie9-VS4PI_scene_1166,lLie9-VS4PI,4.997
RAidUDTPZ-k_scene_535,RAidUDTPZ-k,5.003
ZOzvtP1aLwA_scene_2561,ZOzvtP1aLwA,4.984
RAidUDTPZ-k_scene_534,RAidUDTPZ-k,4.992
nssig0FNZVU_scene_624,nssig0FNZVU,5.054
RAidUDTPZ-k_scene_536,RAidUDTPZ-k,5.046
RAidUDTPZ-k_scene_538,RAidUDTPZ-k,4.989
KCs7QyTviag_scene_2913,KCs7QyTviag,4.993
RAidUDTPZ-k_scene_537,RAidUDTPZ-k,4.993
M1Ta54rkeQQ_scene_1069,M1Ta54rkeQQ,4.995
RAidUDTPZ-k_scene_539,RAidUDTPZ-k,4.995
CN5CZ827j1c_scene_1146,CN5CZ827j1c,4.995
OpkZbJypAwc_scene_2853,OpkZbJypAwc,4.996
RAidUDTPZ-k_scene_540,RAidUDTPZ-k,4.995
nssig0FNZVU_scene_541,nssig0FNZVU,6.004
nssig0FNZVU_scene_542,nssig0FNZVU,5.992
JlR_scene_1665,JlR,4.995
nssig0FNZVU_scene_543,nssig0FNZVU,4.995
OpkZbJypAwc_scene_2839,OpkZbJypAwc,5.134
nssig0FNZVU_scene_544,nssig0FNZVU,4.995
nssig0FNZVU_scene_545,nssig0FNZVU,4.996
0_scene_3583,0,5.993
nssig0FNZVU_scene_547,nssig0FNZVU,4.997
nssig0FNZVU_scene_546,nssig0FNZVU,5.013
QsgohTGrI58_scene_1780,QsgohTGrI58,4.998
nssig0FNZVU_scene_548,nssig0FNZVU,4.991
H6eyOisPlP4_scene_3191,H6eyOisPlP4,5.317
nssig0FNZVU_scene_549,nssig0FNZVU,4.993
nssig0FNZVU_scene_551,nssig0FNZVU,4.992
ZOzvtP1aLwA_scene_2583,ZOzvtP1aLwA,4.994
nssig0FNZVU_scene_550,nssig0FNZVU,5.018
nssig0FNZVU_scene_552,nssig0FNZVU,4.992
xW-tuKGhs8I_scene_3273,xW-tuKGhs8I,4.982
Omkztpc633o_scene_2430,Omkztpc633o,5.01
nssig0FNZVU_scene_553,nssig0FNZVU,5.001
DUxVMAebfrM_scene_977,DUxVMAebfrM,5.998
nssig0FNZVU_scene_554,nssig0FNZVU,6.001
XdTzDCE7Gns_scene_2868,XdTzDCE7Gns,4.991
AxTouP1JVCo_scene_2745,AxTouP1JVCo,4.995
nssig0FNZVU_scene_555,nssig0FNZVU,5.998
H6eyOisPlP4_scene_3204,H6eyOisPlP4,4.996
0CiHWdGBF-c_scene_2668,0CiHWdGBF-c,5.0
nssig0FNZVU_scene_557,nssig0FNZVU,3.992
WFr0je02Nzc_scene_1721,WFr0je02Nzc,4.997
nssig0FNZVU_scene_558,nssig0FNZVU,4.995
nssig0FNZVU_scene_560,nssig0FNZVU,4.994
Omkztpc633o_scene_2428,Omkztpc633o,4.993
nssig0FNZVU_scene_559,nssig0FNZVU,5.014
0CiHWdGBF-c_scene_2669,0CiHWdGBF-c,4.994
nssig0FNZVU_scene_561,nssig0FNZVU,4.992
KawH640l7YM_scene_3737,KawH640l7YM,4.996
nssig0FNZVU_scene_562,nssig0FNZVU,4.996
hyK61uPB0L8_scene_1989,hyK61uPB0L8,3.998
nssig0FNZVU_scene_563,nssig0FNZVU,3.995
nssig0FNZVU_scene_564,nssig0FNZVU,4.994
CN5CZ827j1c_scene_1147,CN5CZ827j1c,5.008
nssig0FNZVU_scene_565,nssig0FNZVU,3.997
WFr0je02Nzc_scene_1703,WFr0je02Nzc,4.983
XdTzDCE7Gns_scene_2893,XdTzDCE7Gns,3.986
u5B1RAufWVM_scene_809,u5B1RAufWVM,4.998
nssig0FNZVU_scene_568,nssig0FNZVU,3.989
hyK61uPB0L8_scene_1973,hyK61uPB0L8,5.011
nssig0FNZVU_scene_569,nssig0FNZVU,6.092
nssig0FNZVU_scene_570,nssig0FNZVU,3.995
ZOzvtP1aLwA_scene_2666,ZOzvtP1aLwA,4.987
tYQoPHwNkho_scene_867,tYQoPHwNkho,3.992
nssig0FNZVU_scene_572,nssig0FNZVU,4.996
nssig0FNZVU_scene_574,nssig0FNZVU,5.996
nssig0FNZVU_scene_573,nssig0FNZVU,4.993
OntsMin8brs_scene_3044,OntsMin8brs,4.99
nssig0FNZVU_scene_575,nssig0FNZVU,4.996
nssig0FNZVU_scene_576,nssig0FNZVU,4.99
CN5CZ827j1c_scene_1148,CN5CZ827j1c,4.997
nssig0FNZVU_scene_577,nssig0FNZVU,5.001
nssig0FNZVU_scene_579,nssig0FNZVU,5.001
H3rQxlJm75c_scene_1453,H3rQxlJm75c,6.157
nssig0FNZVU_scene_578,nssig0FNZVU,6.179
wmbwa9QIkaM_scene_3444,wmbwa9QIkaM,5.081
gUV6SfVV7Kw_scene_1579,gUV6SfVV7Kw,4.995
nssig0FNZVU_scene_580,nssig0FNZVU,4.991
nssig0FNZVU_scene_581,nssig0FNZVU,3.994
nssig0FNZVU_scene_583,nssig0FNZVU,4.989
m2YyhYyleII_scene_770,m2YyhYyleII,5.07
nssig0FNZVU_scene_582,nssig0FNZVU,4.987
XdTzDCE7Gns_scene_2882,XdTzDCE7Gns,4.998
nssig0FNZVU_scene_584,nssig0FNZVU,4.996
nssig0FNZVU_scene_585,nssig0FNZVU,4.992
nssig0FNZVU_scene_586,nssig0FNZVU,5.013
KIyc-P3bVCc_scene_1929,KIyc-P3bVCc,4.997
nssig0FNZVU_scene_587,nssig0FNZVU,4.999
nssig0FNZVU_scene_589,nssig0FNZVU,5.0
nssig0FNZVU_scene_590,nssig0FNZVU,4.506
nssig0FNZVU_scene_592,nssig0FNZVU,4.998
KIyc-P3bVCc_scene_1955,KIyc-P3bVCc,4.986
nssig0FNZVU_scene_591,nssig0FNZVU,5.997
bZMricmPA-s_scene_2478,bZMricmPA-s,4.996
nssig0FNZVU_scene_593,nssig0FNZVU,4.994
gUV6SfVV7Kw_scene_1588,gUV6SfVV7Kw,5.005
nssig0FNZVU_scene_594,nssig0FNZVU,3.998
nssig0FNZVU_scene_595,nssig0FNZVU,5.001
nssig0FNZVU_scene_597,nssig0FNZVU,4.997
4ledYpt-QzY_scene_1295,4ledYpt-QzY,4.991
nssig0FNZVU_scene_596,nssig0FNZVU,4.999
0_scene_3622,0,6.001
DUxVMAebfrM_scene_972,DUxVMAebfrM,6.016
nssig0FNZVU_scene_598,nssig0FNZVU,6.118
nssig0FNZVU_scene_599,nssig0FNZVU,6.007
KIyc-P3bVCc_scene_1963,KIyc-P3bVCc,5.992
nssig0FNZVU_scene_601,nssig0FNZVU,5.0
QsgohTGrI58_scene_1756,QsgohTGrI58,5.991
nssig0FNZVU_scene_600,nssig0FNZVU,5.996
OW2d0-wIECc_scene_3374,OW2d0-wIECc,5.991
KCs7QyTviag_scene_2911,KCs7QyTviag,5.996
JlR_scene_1606,JlR,5.996
pHxYQS5MVv4_scene_2255,pHxYQS5MVv4,3.994
nssig0FNZVU_scene_604,nssig0FNZVU,4.992
ZOzvtP1aLwA_scene_2584,ZOzvtP1aLwA,4.998
nssig0FNZVU_scene_605,nssig0FNZVU,4.991
OntsMin8brs_scene_3029,OntsMin8brs,4.996
nssig0FNZVU_scene_606,nssig0FNZVU,6.224
JlR_scene_1651,JlR,4.994
nssig0FNZVU_scene_607,nssig0FNZVU,4.993
0_scene_3687,0,5.994
nssig0FNZVU_scene_608,nssig0FNZVU,4.995
gUV6SfVV7Kw_scene_1520,gUV6SfVV7Kw,4.997
nssig0FNZVU_scene_609,nssig0FNZVU,3.994
KIyc-P3bVCc_scene_1935,KIyc-P3bVCc,4.992
nssig0FNZVU_scene_610,nssig0FNZVU,4.998
nssig0FNZVU_scene_611,nssig0FNZVU,4.996
OntsMin8brs_scene_3025,OntsMin8brs,4.996
nssig0FNZVU_scene_612,nssig0FNZVU,4.995
nssig0FNZVU_scene_614,nssig0FNZVU,5.473
tTx8mid-aq4_scene_3146,tTx8mid-aq4,4.995
nssig0FNZVU_scene_613,nssig0FNZVU,5.495
CN5CZ827j1c_scene_1115,CN5CZ827j1c,5.991
nssig0FNZVU_scene_616,nssig0FNZVU,4.998
nssig0FNZVU_scene_617,nssig0FNZVU,4.997
bZMricmPA-s_scene_2453,bZMricmPA-s,4.998
nssig0FNZVU_scene_618,nssig0FNZVU,6.001
OntsMin8brs_scene_3022,OntsMin8brs,4.999
nssig0FNZVU_scene_619,nssig0FNZVU,6.107
OntsMin8brs_scene_3019,OntsMin8brs,6.997
nssig0FNZVU_scene_620,nssig0FNZVU,4.986
nssig0FNZVU_scene_621,nssig0FNZVU,4.998
u5B1RAufWVM_scene_833,u5B1RAufWVM,4.992
nssig0FNZVU_scene_622,nssig0FNZVU,3.991
tYQoPHwNkho_scene_936,tYQoPHwNkho,5.999
nssig0FNZVU_scene_623,nssig0FNZVU,4.986
pHxYQS5MVv4_scene_2299,pHxYQS5MVv4,6.27
bZMricmPA-s_scene_2473,bZMricmPA-s,4.995
R9jKf_scene_3064,R9jKf,4.983
nssig0FNZVU_scene_626,nssig0FNZVU,5.994
nssig0FNZVU_scene_627,nssig0FNZVU,4.999
m2YyhYyleII_scene_796,m2YyhYyleII,3.991
nssig0FNZVU_scene_628,nssig0FNZVU,4.992
nssig0FNZVU_scene_631,nssig0FNZVU,5.988
m2YyhYyleII_scene_731,m2YyhYyleII,4.997
nssig0FNZVU_scene_633,nssig0FNZVU,3.999
nssig0FNZVU_scene_632,nssig0FNZVU,4.991
OpkZbJypAwc_scene_2848,OpkZbJypAwc,5.991
ZOzvtP1aLwA_scene_2564,ZOzvtP1aLwA,6.972
nssig0FNZVU_scene_635,nssig0FNZVU,7.1
Omkztpc633o_scene_2371,Omkztpc633o,5.993
pHxYQS5MVv4_scene_2266,pHxYQS5MVv4,6.0
nssig0FNZVU_scene_636,nssig0FNZVU,7.006
nssig0FNZVU_scene_638,nssig0FNZVU,5.999
KawH640l7YM_scene_3738,KawH640l7YM,4.997
nssig0FNZVU_scene_637,nssig0FNZVU,4.999
nssig0FNZVU_scene_640,nssig0FNZVU,5.064
nssig0FNZVU_scene_641,nssig0FNZVU,5.995
DUxVMAebfrM_scene_946,DUxVMAebfrM,5.994
nssig0FNZVU_scene_642,nssig0FNZVU,5.995
tTx8mid-aq4_scene_3137,tTx8mid-aq4,4.992
nssig0FNZVU_scene_643,nssig0FNZVU,5.995
nssig0FNZVU_scene_645,nssig0FNZVU,5.998
CN5CZ827j1c_scene_1153,CN5CZ827j1c,5.995
nssig0FNZVU_scene_644,nssig0FNZVU,5.994
nssig0FNZVU_scene_646,nssig0FNZVU,4.993
H3rQxlJm75c_scene_1422,H3rQxlJm75c,5.991
H3rQxlJm75c_scene_1470,H3rQxlJm75c,5.994
nssig0FNZVU_scene_647,nssig0FNZVU,5.993
nssig0FNZVU_scene_649,nssig0FNZVU,6.007
KawH640l7YM_scene_3725,KawH640l7YM,5.998
nssig0FNZVU_scene_648,nssig0FNZVU,5.993
nssig0FNZVU_scene_650,nssig0FNZVU,6.0
nssig0FNZVU_scene_651,nssig0FNZVU,5.996
nssig0FNZVU_scene_652,nssig0FNZVU,6.001
gUV6SfVV7Kw_scene_1556,gUV6SfVV7Kw,4.504
nssig0FNZVU_scene_653,nssig0FNZVU,6.466
4ledYpt-QzY_scene_1300,4ledYpt-QzY,5.296
nssig0FNZVU_scene_654,nssig0FNZVU,5.893
nssig0FNZVU_scene_656,nssig0FNZVU,5.305
Omkztpc633o_scene_2400,Omkztpc633o,6.617
nssig0FNZVU_scene_655,nssig0FNZVU,6.588
M1Ta54rkeQQ_scene_1102,M1Ta54rkeQQ,6.288
nssig0FNZVU_scene_657,nssig0FNZVU,5.985
nssig0FNZVU_scene_658,nssig0FNZVU,4.995
nssig0FNZVU_scene_660,nssig0FNZVU,4.995
hyK61uPB0L8_scene_2020,hyK61uPB0L8,4.994
CN5CZ827j1c_scene_1156,CN5CZ827j1c,4.993
nssig0FNZVU_scene_661,nssig0FNZVU,5.083
DUxVMAebfrM_scene_949,DUxVMAebfrM,5.074
nssig0FNZVU_scene_662,nssig0FNZVU,4.993
nssig0FNZVU_scene_664,nssig0FNZVU,4.994
0_scene_3674,0,4.996
nssig0FNZVU_scene_663,nssig0FNZVU,5.001
wmbwa9QIkaM_scene_3409,wmbwa9QIkaM,4.999
KawH640l7YM_scene_3779,KawH640l7YM,5.527
nssig0FNZVU_scene_667,nssig0FNZVU,4.995
nssig0FNZVU_scene_669,nssig0FNZVU,5.999
nssig0FNZVU_scene_668,nssig0FNZVU,6.068
H6eyOisPlP4_scene_3193,H6eyOisPlP4,5.999
nssig0FNZVU_scene_670,nssig0FNZVU,6.007
xW-tuKGhs8I_scene_3291,xW-tuKGhs8I,5.994
nssig0FNZVU_scene_672,nssig0FNZVU,5.189
nssig0FNZVU_scene_671,nssig0FNZVU,4.994
nssig0FNZVU_scene_673,nssig0FNZVU,5.411
m2YyhYyleII_scene_792,m2YyhYyleII,4.992
R9jKf_scene_3062,R9jKf,5.001
nssig0FNZVU_scene_674,nssig0FNZVU,4.994
nssig0FNZVU_scene_676,nssig0FNZVU,5.987
nssig0FNZVU_scene_675,nssig0FNZVU,4.994
nssig0FNZVU_scene_677,nssig0FNZVU,5.32
QsgohTGrI58_scene_1762,QsgohTGrI58,4.995
nssig0FNZVU_scene_678,nssig0FNZVU,5.992
ZKUqNG25_scene_2161,ZKUqNG25,5.312
ZOzvtP1aLwA_scene_2567,ZOzvtP1aLwA,5.993
m2YyhYyleII_scene_679,m2YyhYyleII,4.988
m2YyhYyleII_scene_680,m2YyhYyleII,3.988
m2YyhYyleII_scene_681,m2YyhYyleII,4.99
m2YyhYyleII_scene_683,m2YyhYyleII,4.99
0CiHWdGBF-c_scene_2680,0CiHWdGBF-c,5.195
pHxYQS5MVv4_scene_2281,pHxYQS5MVv4,4.996
M1Ta54rkeQQ_scene_1044,M1Ta54rkeQQ,5.991
m2YyhYyleII_scene_686,m2YyhYyleII,4.992
KIyc-P3bVCc_scene_1946,KIyc-P3bVCc,4.993
m2YyhYyleII_scene_685,m2YyhYyleII,4.994
xW-tuKGhs8I_scene_3276,xW-tuKGhs8I,4.99
m2YyhYyleII_scene_687,m2YyhYyleII,4.997
CN5CZ827j1c_scene_1127,CN5CZ827j1c,4.993
m2YyhYyleII_scene_688,m2YyhYyleII,4.996
m2YyhYyleII_scene_689,m2YyhYyleII,6.006
m2YyhYyleII_scene_691,m2YyhYyleII,7.004
m2YyhYyleII_scene_690,m2YyhYyleII,6.519
m2YyhYyleII_scene_692,m2YyhYyleII,4.992
WFr0je02Nzc_scene_1724,WFr0je02Nzc,5.996
4ledYpt-QzY_scene_1310,4ledYpt-QzY,4.997
m2YyhYyleII_scene_695,m2YyhYyleII,4.993
ZKUqNG25_scene_2138,ZKUqNG25,3.995
m2YyhYyleII_scene_694,m2YyhYyleII,4.993
M1Ta54rkeQQ_scene_995,M1Ta54rkeQQ,4.992
m2YyhYyleII_scene_697,m2YyhYyleII,4.992
hyK61uPB0L8_scene_2019,hyK61uPB0L8,6.015
m2YyhYyleII_scene_696,m2YyhYyleII,4.991
OpkZbJypAwc_scene_2837,OpkZbJypAwc,5.005
m2YyhYyleII_scene_698,m2YyhYyleII,5.022
ZKUqNG25_scene_2098,ZKUqNG25,4.992
m2YyhYyleII_scene_699,m2YyhYyleII,5.001
m2YyhYyleII_scene_701,m2YyhYyleII,5.311
m2YyhYyleII_scene_700,m2YyhYyleII,5.003
m2YyhYyleII_scene_702,m2YyhYyleII,4.998
m2YyhYyleII_scene_704,m2YyhYyleII,3.992
H3rQxlJm75c_scene_1413,H3rQxlJm75c,5.998
m2YyhYyleII_scene_703,m2YyhYyleII,3.995
hyK61uPB0L8_scene_1999,hyK61uPB0L8,6.998
m2YyhYyleII_scene_705,m2YyhYyleII,5.999
pHxYQS5MVv4_scene_2300,pHxYQS5MVv4,6.113
XdTzDCE7Gns_scene_2857,XdTzDCE7Gns,4.995
m2YyhYyleII_scene_706,m2YyhYyleII,5.013
m2YyhYyleII_scene_707,m2YyhYyleII,4.991
m2YyhYyleII_scene_708,m2YyhYyleII,4.992
m2YyhYyleII_scene_710,m2YyhYyleII,5.344
m2YyhYyleII_scene_709,m2YyhYyleII,4.991
OpkZbJypAwc_scene_2816,OpkZbJypAwc,4.992
0CiHWdGBF-c_scene_2715,0CiHWdGBF-c,4.999
m2YyhYyleII_scene_711,m2YyhYyleII,5.991
m2YyhYyleII_scene_712,m2YyhYyleII,4.993
m2YyhYyleII_scene_713,m2YyhYyleII,4.993
DUxVMAebfrM_scene_952,DUxVMAebfrM,5.191
m2YyhYyleII_scene_714,m2YyhYyleII,5.219
m2YyhYyleII_scene_715,m2YyhYyleII,4.994
H6eyOisPlP4_scene_3192,H6eyOisPlP4,4.993
m2YyhYyleII_scene_716,m2YyhYyleII,4.988
m2YyhYyleII_scene_717,m2YyhYyleII,3.994
m2YyhYyleII_scene_718,m2YyhYyleII,5.26
qouz8wlTuK8_scene_2038,qouz8wlTuK8,5.007
WFr0je02Nzc_scene_1709,WFr0je02Nzc,5.077
m2YyhYyleII_scene_719,m2YyhYyleII,4.995
0_scene_3701,0,4.224
JlR_scene_1614,JlR,4.996
AxTouP1JVCo_scene_2758,AxTouP1JVCo,5.995
m2YyhYyleII_scene_722,m2YyhYyleII,4.996
m2YyhYyleII_scene_724,m2YyhYyleII,4.998
pHxYQS5MVv4_scene_2288,pHxYQS5MVv4,4.994
m2YyhYyleII_scene_767,m2YyhYyleII,4.993
m2YyhYyleII_scene_725,m2YyhYyleII,5.991
bZMricmPA-s_scene_2458,bZMricmPA-s,4.994
m2YyhYyleII_scene_726,m2YyhYyleII,4.992
m2YyhYyleII_scene_728,m2YyhYyleII,5.004
tPwWU4fNH6c_scene_2325,tPwWU4fNH6c,6.009
m2YyhYyleII_scene_727,m2YyhYyleII,4.995
m2YyhYyleII_scene_730,m2YyhYyleII,6.002
Notdcs17xbw_scene_1811,Notdcs17xbw,4.993
tTx8mid-aq4_scene_3130,tTx8mid-aq4,3.992
gUV6SfVV7Kw_scene_1522,gUV6SfVV7Kw,3.993
m2YyhYyleII_scene_732,m2YyhYyleII,4.999
Notdcs17xbw_scene_1794,Notdcs17xbw,4.992
m2YyhYyleII_scene_733,m2YyhYyleII,4.989
m2YyhYyleII_scene_735,m2YyhYyleII,5.051
OpkZbJypAwc_scene_2850,OpkZbJypAwc,4.996
m2YyhYyleII_scene_734,m2YyhYyleII,5.031
m2YyhYyleII_scene_736,m2YyhYyleII,4.995
QsgohTGrI58_scene_1758,QsgohTGrI58,4.994
m2YyhYyleII_scene_738,m2YyhYyleII,5.206
m2YyhYyleII_scene_737,m2YyhYyleII,3.991
Notdcs17xbw_scene_1831,Notdcs17xbw,8.509
m2YyhYyleII_scene_739,m2YyhYyleII,4.997
pHxYQS5MVv4_scene_2289,pHxYQS5MVv4,6.992
m2YyhYyleII_scene_740,m2YyhYyleII,4.992
m2YyhYyleII_scene_741,m2YyhYyleII,4.0
m2YyhYyleII_scene_743,m2YyhYyleII,4.994
m2YyhYyleII_scene_742,m2YyhYyleII,4.995
u5B1RAufWVM_scene_822,u5B1RAufWVM,5.993
bZMricmPA-s_scene_2451,bZMricmPA-s,5.169
m2YyhYyleII_scene_745,m2YyhYyleII,4.984
KCs7QyTviag_scene_2963,KCs7QyTviag,6.975
m2YyhYyleII_scene_746,m2YyhYyleII,5.005
m2YyhYyleII_scene_748,m2YyhYyleII,4.997
m2YyhYyleII_scene_747,m2YyhYyleII,15.518
m2YyhYyleII_scene_749,m2YyhYyleII,10.999
M1Ta54rkeQQ_scene_1032,M1Ta54rkeQQ,8.003
m2YyhYyleII_scene_750,m2YyhYyleII,8.999
tYQoPHwNkho_scene_927,tYQoPHwNkho,7.999
Notdcs17xbw_scene_1869,Notdcs17xbw,5.998
m2YyhYyleII_scene_751,m2YyhYyleII,9.998
m2YyhYyleII_scene_753,m2YyhYyleII,7.514
tTx8mid-aq4_scene_3115,tTx8mid-aq4,5.998
m2YyhYyleII_scene_754,m2YyhYyleII,6.0
R9jKf_scene_3066,R9jKf,7.002
m2YyhYyleII_scene_755,m2YyhYyleII,5.987
m2YyhYyleII_scene_756,m2YyhYyleII,4.997
M1Ta54rkeQQ_scene_1045,M1Ta54rkeQQ,5.997
m2YyhYyleII_scene_757,m2YyhYyleII,6.001
m2YyhYyleII_scene_759,m2YyhYyleII,5.002
u5B1RAufWVM_scene_837,u5B1RAufWVM,8.006
m2YyhYyleII_scene_758,m2YyhYyleII,9.005
m2YyhYyleII_scene_760,m2YyhYyleII,8.313
m2YyhYyleII_scene_761,m2YyhYyleII,6.005
m2YyhYyleII_scene_763,m2YyhYyleII,8.0
m2YyhYyleII_scene_762,m2YyhYyleII,9.002
CN5CZ827j1c_scene_1141,CN5CZ827j1c,7.003
u5B1RAufWVM_scene_839,u5B1RAufWVM,6.979
m2YyhYyleII_scene_764,m2YyhYyleII,4.999
0_scene_3631,0,6.006
m2YyhYyleII_scene_765,m2YyhYyleII,8.004
bZMricmPA-s_scene_2446,bZMricmPA-s,6.007
m2YyhYyleII_scene_766,m2YyhYyleII,6.004
OpkZbJypAwc_scene_2846,OpkZbJypAwc,5.089
m2YyhYyleII_scene_768,m2YyhYyleII,7.986
WFr0je02Nzc_scene_1690,WFr0je02Nzc,6.983
m2YyhYyleII_scene_769,m2YyhYyleII,4.988
Omkztpc633o_scene_2344,Omkztpc633o,6.0
m2YyhYyleII_scene_771,m2YyhYyleII,5.001
m2YyhYyleII_scene_773,m2YyhYyleII,4.998
JlR_scene_1627,JlR,3.998
m2YyhYyleII_scene_772,m2YyhYyleII,4.998
m2YyhYyleII_scene_775,m2YyhYyleII,5.998
m2YyhYyleII_scene_774,m2YyhYyleII,4.982
m2YyhYyleII_scene_776,m2YyhYyleII,8.006
m2YyhYyleII_scene_777,m2YyhYyleII,5.001
OpkZbJypAwc_scene_2824,OpkZbJypAwc,8.075
lLie9-VS4PI_scene_1159,lLie9-VS4PI,7.0
OntsMin8brs_scene_3055,OntsMin8brs,4.999
m2YyhYyleII_scene_779,m2YyhYyleII,8.001
m2YyhYyleII_scene_780,m2YyhYyleII,5.983
m2YyhYyleII_scene_781,m2YyhYyleII,5.998
0CiHWdGBF-c_scene_2705,0CiHWdGBF-c,8.001
4ledYpt-QzY_scene_1327,4ledYpt-QzY,6.982
m2YyhYyleII_scene_782,m2YyhYyleII,7.002
m2YyhYyleII_scene_784,m2YyhYyleII,6.005
m2YyhYyleII_scene_786,m2YyhYyleII,6.003
AxTouP1JVCo_scene_2775,AxTouP1JVCo,5.0
m2YyhYyleII_scene_785,m2YyhYyleII,4.977
ZKUqNG25_scene_2165,ZKUqNG25,4.982
m2YyhYyleII_scene_787,m2YyhYyleII,5.983
m2YyhYyleII_scene_788,m2YyhYyleII,4.998
OntsMin8brs_scene_3006,OntsMin8brs,4.998
m2YyhYyleII_scene_789,m2YyhYyleII,5.0
xW-tuKGhs8I_scene_3313,xW-tuKGhs8I,4.999
m2YyhYyleII_scene_790,m2YyhYyleII,4.999
CN5CZ827j1c_scene_1135,CN5CZ827j1c,3.999
m2YyhYyleII_scene_791,m2YyhYyleII,4.0
KCs7QyTviag_scene_2906,KCs7QyTviag,4.999
